county_name,article,tax_allocation_point_of_sale,gs_105_524_adjustments,tax_allocation_other_1,article_42_adjustment_2,cost_of_collection_3,per_capita_adjustments,gs_105_486_b_adjustment_4,distributable_proceeds,month,year,date,fiscal_year
Cleveland,40-Food,0,0,62867.81,0,-209.98,0,831.22,63489.05,july,2016,2016-07-01,2017
Cleveland,42,395897.22,-11866.99,0,-4109.56,-1268.94,0,0,378651.73,july,2016,2016-07-01,2017
Cleveland,42-Food,0,0,62867.81,0,-209.98,0,831.22,63489.05,july,2016,2016-07-01,2017
Cleveland,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Cleveland,44,44.51,0,0,0,-0.15,0,0,44.36,july,2016,2016-07-01,2017
Cleveland,44 *524(c.),0,101033.12,0,0,-337.45,0,0,100695.67,july,2016,2016-07-01,2017
Cleveland,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Cleveland,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Cleveland,Total,1583633.37,53565.15,270481.18,-4109.56,-6357.93,177801.63,9098.72,2084112.56,july,2016,2016-07-01,2017
Columbus,39,363145.16,-10885.25,0,0,-1176.55,0,0,351083.36,july,2016,2016-07-01,2017
Columbus,39-Food,0,0,68094.28,0,-227.43,0,0,67866.85,july,2016,2016-07-01,2017
Columbus,40,181572.6,-5442.63,0,0,-588.27,154376.31,-61820.26,268097.75,july,2016,2016-07-01,2017
Columbus,40-Food,0,0,37001.61,0,-123.59,0,-6910.22,29967.8,july,2016,2016-07-01,2017
Columbus,42,181572.6,-5442.63,0,-1884.79,-581.98,0,0,173663.2,july,2016,2016-07-01,2017
Columbus,42-Food,0,0,37001.61,0,-123.59,0,-6910.22,29967.8,july,2016,2016-07-01,2017
Columbus,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Columbus,44,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Columbus,44 *524(c.),0,185816.17,0,0,-620.63,0,0,185195.54,july,2016,2016-07-01,2017
Columbus,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Columbus,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Columbus,Total,726290.36,164045.66,142097.5,-1884.79,-3442.04,154376.31,-75640.7,1105842.3,july,2016,2016-07-01,2017
Craven,39,1018600.04,-30532.47,0,0,-3300.15,0,0,984767.42,july,2016,2016-07-01,2017
Craven,39-Food,0,0,120531.62,0,-402.58,0,0,120129.04,july,2016,2016-07-01,2017
Craven,40,509300.02,-15266.24,0,0,-1650.07,105947.6,25945.48,624276.79,july,2016,2016-07-01,2017
Craven,40-Food,0,0,67105.22,0,-224.13,0,2900.17,69781.26,july,2016,2016-07-01,2017
Craven,42,509300.02,-15266.24,0,-5286.72,-1632.42,0,0,487114.64,july,2016,2016-07-01,2017
Craven,42-Food,0,0,67105.22,0,-224.13,0,2900.17,69781.26,july,2016,2016-07-01,2017
Craven,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Craven,44,35.67,0,0,0,-0.12,0,0,35.55,july,2016,2016-07-01,2017
Craven,44 *524(c.),0,71359.06,0,0,-238.34,0,0,71120.72,july,2016,2016-07-01,2017
Craven,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Craven,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Craven,Total,2037235.75,10294.11,254742.06,-5286.72,-7671.94,105947.6,31745.82,2427006.68,july,2016,2016-07-01,2017
Cumberland,39,3636150.24,-108993.37,0,0,-11780.7,0,0,3515376.17,july,2016,2016-07-01,2017
Cumberland,39-Food,0,0,410009.97,0,-1369.43,0,0,408640.54,july,2016,2016-07-01,2017
Cumberland,40,1818074.72,-54496.67,0,0,-5890.35,128000.49,-31737.91,1853950.28,july,2016,2016-07-01,2017
Cumberland,40-Food,0,0,211487.38,0,-706.37,0,-3547.64,207233.37,july,2016,2016-07-01,2017
Cumberland,42,1818074.72,-54496.67,0,-18872.27,-5827.32,0,0,1738878.46,july,2016,2016-07-01,2017
Cumberland,42-Food,0,0,211487.38,0,-706.37,0,-3547.64,207233.37,july,2016,2016-07-01,2017
Cumberland,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Cumberland,44,8681.24,0,0,0,-29,0,0,8652.24,july,2016,2016-07-01,2017
Cumberland,44 *524(c.),0,4239.15,0,0,-14.16,0,0,4224.99,july,2016,2016-07-01,2017
Cumberland,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Cumberland,46,902111.91,0,0,0,-3013.05,0,0,899098.86,july,2016,2016-07-01,2017
Cumberland,Total,8183092.83,-213747.56,832984.73,-18872.27,-29336.75,128000.49,-38833.19,8843288.28,july,2016,2016-07-01,2017
Currituck,39,688500.08,-20637.75,0,0,-2230.66,0,0,665631.67,july,2016,2016-07-01,2017
Currituck,39-Food,0,0,28176.11,0,-94.11,0,0,28082,july,2016,2016-07-01,2017
Currituck,40,344250.01,-10318.87,0,0,-1115.33,-189289.57,-8175.29,135350.95,july,2016,2016-07-01,2017
Currituck,40-Food,0,0,16097.04,0,-53.76,0,-913.83,15129.45,july,2016,2016-07-01,2017
Currituck,42,344250.01,-10318.87,0,-3573.44,-1103.39,0,0,329254.31,july,2016,2016-07-01,2017
Currituck,42-Food,0,0,16097.04,0,-53.76,0,-913.83,15129.45,july,2016,2016-07-01,2017
Currituck,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Currituck,44,8.85,0,0,0,-0.03,0,0,8.82,july,2016,2016-07-01,2017
Currituck,44 *524(c.),0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Currituck,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Currituck,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Currituck,Total,1377008.95,-41275.49,60370.19,-3573.44,-4651.04,-189289.57,-10002.95,1188586.65,july,2016,2016-07-01,2017
Dare,39,2025707.02,-60720.44,0,0,-6563.06,0,0,1958423.52,july,2016,2016-07-01,2017
Dare,39-Food,0,0,113808.72,0,-380.12,0,0,113428.6,july,2016,2016-07-01,2017
Dare,40,1012853.51,-30360.22,0,0,-3281.53,-776476.36,100317.18,303052.58,july,2016,2016-07-01,2017
Dare,40-Food,0,0,22737.58,0,-75.94,0,11213.39,33875.03,july,2016,2016-07-01,2017
Dare,42,1012853.51,-30360.22,0,-10513.79,-3246.41,0,0,968733.09,july,2016,2016-07-01,2017
Dare,42-Food,0,0,22737.58,0,-75.94,0,11213.39,33875.03,july,2016,2016-07-01,2017
Dare,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Dare,44,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Dare,44 *524(c.),0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Dare,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Dare,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Dare,Total,4051414.04,-121440.88,159283.88,-10513.79,-13623,-776476.36,122743.96,3411387.85,july,2016,2016-07-01,2017
Davidson,39,1117013.42,-33482.41,0,0,-3618.99,0,0,1079912.02,july,2016,2016-07-01,2017
Davidson,39-Food,0,0,202046.14,0,-674.83,0,0,201371.31,july,2016,2016-07-01,2017
Davidson,40,558506.59,-16741.2,0,0,-1809.5,401471.38,-15845.12,925582.15,july,2016,2016-07-01,2017
Davidson,40-Food,0,0,105584.79,0,-352.65,0,-1771.15,103460.99,july,2016,2016-07-01,2017
Davidson,42,558506.59,-16741.2,0,-5797.5,-1790.13,0,0,534177.76,july,2016,2016-07-01,2017
Davidson,42-Food,0,0,105584.79,0,-352.65,0,-1771.15,103460.99,july,2016,2016-07-01,2017
Davidson,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Davidson,44,39.38,0,0,0,-0.13,0,0,39.25,july,2016,2016-07-01,2017
Davidson,44 *524(c.),0,350436.58,0,0,-1170.46,0,0,349266.12,july,2016,2016-07-01,2017
Davidson,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Davidson,46,278082.55,0,0,0,-928.8,0,0,277153.75,july,2016,2016-07-01,2017
Davidson,Total,2512148.53,283471.77,413215.72,-5797.5,-10698.14,401471.38,-19387.42,3574424.34,july,2016,2016-07-01,2017
Davie,39,313102.48,-9385.23,0,0,-1014.42,0,0,302702.83,july,2016,2016-07-01,2017
Davie,39-Food,0,0,38122.42,0,-127.33,0,0,37995.09,july,2016,2016-07-01,2017
Davie,40,156551.24,-4692.61,0,0,-507.21,86080.55,-15906.19,221525.78,july,2016,2016-07-01,2017
Davie,40-Food,0,0,26628.93,0,-88.94,0,-1777.98,24762.01,july,2016,2016-07-01,2017
Davie,42,156551.24,-4692.61,0,-1625.06,-501.78,0,0,149731.79,july,2016,2016-07-01,2017
Davie,42-Food,0,0,26628.93,0,-88.94,0,-1777.98,24762.01,july,2016,2016-07-01,2017
Davie,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Davie,44,0.11,0,0,0,0,0,0,0.11,july,2016,2016-07-01,2017
Davie,44 *524(c.),0,80543.89,0,0,-269.02,0,0,80274.87,july,2016,2016-07-01,2017
Davie,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Davie,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Davie,Total,626205.07,61773.44,91380.28,-1625.06,-2597.64,86080.55,-19462.15,841754.49,july,2016,2016-07-01,2017
Duplin,39,287165.1,-8607.76,0,0,-930.38,0,0,277626.96,july,2016,2016-07-01,2017
Duplin,39-Food,0,0,62923.02,0,-210.16,0,0,62712.86,july,2016,2016-07-01,2017
Duplin,40,143582.5,-4303.88,0,0,-465.19,205381.64,8019.19,352214.26,july,2016,2016-07-01,2017
Duplin,40-Food,0,0,38602.84,0,-128.93,0,896.38,39370.29,july,2016,2016-07-01,2017
Duplin,42,143582.5,-4303.88,0,-1490.44,-460.21,0,0,137327.97,july,2016,2016-07-01,2017
Duplin,42-Food,0,0,38602.84,0,-128.93,0,896.38,39370.29,july,2016,2016-07-01,2017
Duplin,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Duplin,44,133.69,0,0,0,-0.45,0,0,133.24,july,2016,2016-07-01,2017
Duplin,44 *524(c.),0,139185.49,0,0,-464.88,0,0,138720.61,july,2016,2016-07-01,2017
Duplin,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Duplin,46,71281.44,0,0,0,-238.08,0,0,71043.36,july,2016,2016-07-01,2017
Duplin,Total,645745.23,121969.97,140128.7,-1490.44,-3027.21,205381.64,9811.95,1118519.84,july,2016,2016-07-01,2017
Durham,39,5278517.86,-158223.24,0,0,-17101.78,0,0,5103192.84,july,2016,2016-07-01,2017
Durham,39-Food,0,0,380306.51,0,-1270.22,0,0,379036.29,july,2016,2016-07-01,2017
Durham,40,2639258.33,-79111.6,0,0,-8550.89,-878930.08,240339.41,1913005.17,july,2016,2016-07-01,2017
Durham,40-Food,0,0,187596.07,0,-626.57,0,26864.98,213834.48,july,2016,2016-07-01,2017
Durham,42,2639258.33,-79111.6,0,-27396.46,-8459.39,0,0,2524290.88,july,2016,2016-07-01,2017
Durham,42-Food,0,0,187596.07,0,-626.57,0,26864.98,213834.48,july,2016,2016-07-01,2017
Durham,43,2582772.61,0,0,0,-7091.29,0,0,2575681.32,july,2016,2016-07-01,2017
Durham,44,11611.27,0,0,0,-38.78,0,0,11572.49,july,2016,2016-07-01,2017
Durham,44 *524(c.),0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Durham,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Durham,46,1309235.93,0,0,0,-4372.85,0,0,1304863.08,july,2016,2016-07-01,2017
Durham,Total,14460654.33,-316446.44,755498.65,-27396.46,-48138.34,-878930.08,294069.37,14239311.03,july,2016,2016-07-01,2017
Edgecombe,39,266866.68,-7999.31,0,0,-864.62,0,0,258002.75,july,2016,2016-07-01,2017
Edgecombe,39-Food,0,0,81285.74,0,-271.49,0,0,81014.25,july,2016,2016-07-01,2017
Edgecombe,40,133433.29,-3999.65,0,0,-432.31,188614.59,7399.95,325015.87,july,2016,2016-07-01,2017
Edgecombe,40-Food,0,0,35621.88,0,-118.98,0,827.16,36330.06,july,2016,2016-07-01,2017
Edgecombe,42,133433.29,-3999.65,0,-1385.09,-427.68,0,0,127620.87,july,2016,2016-07-01,2017
Edgecombe,42-Food,0,0,35621.88,0,-118.98,0,827.16,36330.06,july,2016,2016-07-01,2017
Edgecombe,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Edgecombe,44,172.22,0,0,0,-0.58,0,0,171.64,july,2016,2016-07-01,2017
Edgecombe,44 *524(c.),0,131413.72,0,0,-438.92,0,0,130974.8,july,2016,2016-07-01,2017
Edgecombe,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Edgecombe,46,64636.34,0,0,0,-215.89,0,0,64420.45,july,2016,2016-07-01,2017
Edgecombe,Total,598541.82,115415.11,152529.5,-1385.09,-2889.45,188614.59,9054.27,1059880.75,july,2016,2016-07-01,2017
Forsyth,39,4046890.91,-121305.3,0,0,-13111.46,0,0,3912474.15,july,2016,2016-07-01,2017
Forsyth,39-Food,0,0,563836.56,0,-1883.21,0,0,561953.35,july,2016,2016-07-01,2017
Forsyth,40,2023445.45,-60652.65,0,0,-6555.73,128923.52,-76933.29,2008227.3,july,2016,2016-07-01,2017
Forsyth,40-Food,0,0,233859,0,-781.09,0,-8599.56,224478.35,july,2016,2016-07-01,2017
Forsyth,42,2023445.45,-60652.65,0,-21004.1,-6485.57,0,0,1935303.13,july,2016,2016-07-01,2017
Forsyth,42-Food,0,0,233859,0,-781.09,0,-8599.56,224478.35,july,2016,2016-07-01,2017
Forsyth,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Forsyth,44,11159.76,0,0,0,-37.27,0,0,11122.49,july,2016,2016-07-01,2017
Forsyth,44 *524(c.),0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Forsyth,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Forsyth,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Forsyth,Total,8104941.57,-242610.6,1031554.56,-21004.1,-29635.42,128923.52,-94132.41,8878037.12,july,2016,2016-07-01,2017
Franklin,39,356796.71,-10694.96,0,0,-1155.98,0,0,344945.77,july,2016,2016-07-01,2017
Franklin,39-Food,0,0,41336.89,0,-138.07,0,0,41198.82,july,2016,2016-07-01,2017
Franklin,40,178398.39,-5347.48,0,0,-577.99,189462.57,-9722.77,352212.72,july,2016,2016-07-01,2017
Franklin,40-Food,0,0,40592.5,0,-135.58,0,-1086.81,39370.11,july,2016,2016-07-01,2017
Franklin,42,178398.39,-5347.48,0,-1851.84,-571.8,0,0,170627.27,july,2016,2016-07-01,2017
Franklin,42-Food,0,0,40592.5,0,-135.58,0,-1086.81,39370.11,july,2016,2016-07-01,2017
Franklin,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Franklin,44,182.43,0,0,0,-0.61,0,0,181.82,july,2016,2016-07-01,2017
Franklin,44 *524(c.),0,172392.19,0,0,-575.79,0,0,171816.4,july,2016,2016-07-01,2017
Franklin,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Franklin,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Franklin,Total,713775.92,151002.27,122521.89,-1851.84,-3291.4,189462.57,-11896.39,1159723.02,july,2016,2016-07-01,2017
Gaston,39,1988939.85,-59618.35,0,0,-6443.93,0,0,1922877.57,july,2016,2016-07-01,2017
Gaston,39-Food,0,0,320691.26,0,-1071.11,0,0,319620.15,july,2016,2016-07-01,2017
Gaston,40,994469.96,-29809.17,0,0,-3221.97,244926.94,40209.06,1246574.82,july,2016,2016-07-01,2017
Gaston,40-Food,0,0,135298.69,0,-451.9,0,4494.54,139341.33,july,2016,2016-07-01,2017
Gaston,42,994469.96,-29809.17,0,-10322.96,-3187.49,0,0,951150.34,july,2016,2016-07-01,2017
Gaston,42-Food,0,0,135298.69,0,-451.9,0,4494.54,139341.33,july,2016,2016-07-01,2017
Gaston,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Gaston,44,73.51,0,0,0,-0.25,0,0,73.26,july,2016,2016-07-01,2017
Gaston,44 *524(c.),0,138478.97,0,0,-462.52,0,0,138016.45,july,2016,2016-07-01,2017
Gaston,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Gaston,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Gaston,Total,3977953.28,19242.28,591288.64,-10322.96,-15291.07,244926.94,49198.14,4856995.25,july,2016,2016-07-01,2017
Gates,39,35821.63,-1073.75,0,0,-116.06,0,0,34631.82,july,2016,2016-07-01,2017
Gates,39-Food,0,0,13541.66,0,-45.23,0,0,13496.43,july,2016,2016-07-01,2017
Gates,40,17910.83,-536.88,0,0,-58.03,50875.07,-3200.06,64990.93,july,2016,2016-07-01,2017
Gates,40-Food,0,0,7647.89,0,-25.54,0,-357.7,7264.65,july,2016,2016-07-01,2017
Gates,42,17910.83,-536.88,0,-185.92,-57.41,0,0,17130.62,july,2016,2016-07-01,2017
Gates,42-Food,0,0,7647.89,0,-25.54,0,-357.7,7264.65,july,2016,2016-07-01,2017
Gates,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Gates,44,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Gates,44 *524(c.),0,48043.72,0,0,-160.47,0,0,47883.25,july,2016,2016-07-01,2017
Gates,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Gates,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Gates,Total,71643.29,45896.21,28837.44,-185.92,-488.28,50875.07,-3915.46,192662.35,july,2016,2016-07-01,2017
Graham,39,67014.56,-2008.76,0,0,-217.12,0,0,64788.68,july,2016,2016-07-01,2017
Graham,39-Food,0,0,11991.3,0,-40.05,0,0,11951.25,july,2016,2016-07-01,2017
Graham,40,33507.28,-1004.38,0,0,-108.56,18147.83,-850.67,49691.5,july,2016,2016-07-01,2017
Graham,40-Food,0,0,5668.5,0,-18.93,0,-95.09,5554.48,july,2016,2016-07-01,2017
Graham,42,33507.28,-1004.38,0,-347.82,-107.4,0,0,32047.68,july,2016,2016-07-01,2017
Graham,42-Food,0,0,5668.5,0,-18.93,0,-95.09,5554.48,july,2016,2016-07-01,2017
Graham,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Graham,44,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Graham,44 *524(c.),0,21902.29,0,0,-73.15,0,0,21829.14,july,2016,2016-07-01,2017
Graham,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Graham,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Graham,Total,134029.12,17884.77,23328.3,-347.82,-584.14,18147.83,-1040.85,191417.21,july,2016,2016-07-01,2017
Granville,39,348102.2,-10434.34,0,0,-1127.81,0,0,336540.05,july,2016,2016-07-01,2017
Granville,39-Food,0,0,58409.98,0,-195.09,0,0,58214.89,july,2016,2016-07-01,2017
Granville,40,174051.12,-5217.17,0,0,-563.91,164349.96,11086.47,343706.47,july,2016,2016-07-01,2017
Granville,40-Food,0,0,37304.65,0,-124.6,0,1239.24,38419.29,july,2016,2016-07-01,2017
Granville,42,174051.12,-5217.17,0,-1806.71,-557.87,0,0,166469.37,july,2016,2016-07-01,2017
Granville,42-Food,0,0,37304.65,0,-124.6,0,1239.24,38419.29,july,2016,2016-07-01,2017
Granville,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Granville,44,6.96,0,0,0,-0.02,0,0,6.94,july,2016,2016-07-01,2017
Granville,44 *524(c.),0,132120.25,0,0,-441.28,0,0,131678.97,july,2016,2016-07-01,2017
Granville,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Granville,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Granville,Total,696211.4,111251.57,133019.28,-1806.71,-3135.18,164349.96,13564.95,1113455.27,july,2016,2016-07-01,2017
Greene,39,60360.6,-1809.31,0,0,-195.56,0,0,58355.73,july,2016,2016-07-01,2017
Greene,39-Food,0,0,13085.37,0,-43.71,0,0,13041.66,july,2016,2016-07-01,2017
Greene,40,30180.3,-904.65,0,0,-97.78,92675.18,-5718.31,116134.74,july,2016,2016-07-01,2017
Greene,40-Food,0,0,13666.3,0,-45.65,0,-639.19,12981.46,july,2016,2016-07-01,2017
Greene,42,30180.3,-904.65,0,-313.28,-96.73,0,0,28865.64,july,2016,2016-07-01,2017
Greene,42-Food,0,0,13666.3,0,-45.65,0,-639.19,12981.46,july,2016,2016-07-01,2017
Greene,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Greene,44,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Greene,44 *524(c.),0,84783.04,0,0,-283.18,0,0,84499.86,july,2016,2016-07-01,2017
Greene,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Greene,46,15025.5,0,0,0,-50.19,0,0,14975.31,july,2016,2016-07-01,2017
Greene,Total,135746.7,81164.43,40417.97,-313.28,-858.45,92675.18,-6996.69,341835.86,july,2016,2016-07-01,2017
Guilford,39,7338599.3,-219974.05,0,0,-23776.21,0,0,7094849.04,july,2016,2016-07-01,2017
Guilford,39-Food,0,0,740329.29,0,-2472.7,0,0,737856.59,july,2016,2016-07-01,2017
Guilford,40,3669299.62,-109987.02,0,0,-11888.1,-614885.49,-167038.29,2765500.72,july,2016,2016-07-01,2017
Guilford,40-Food,0,0,328895.84,0,-1098.51,0,-18671.43,309125.9,july,2016,2016-07-01,2017
Guilford,42,3669299.62,-109987.02,0,-38088.66,-11760.89,0,0,3509463.05,july,2016,2016-07-01,2017
Guilford,42-Food,0,0,328895.84,0,-1098.51,0,-18671.43,309125.9,july,2016,2016-07-01,2017
Guilford,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Guilford,44,29066.87,0,0,0,-97.08,0,0,28969.79,july,2016,2016-07-01,2017
Guilford,44 *524(c.),0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Guilford,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Guilford,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Guilford,Total,14706265.41,-439948.09,1398120.97,-38088.66,-52192,-614885.49,-204381.15,14754890.99,july,2016,2016-07-01,2017
Halifax,39,408492.87,-12244.55,0,0,-1323.47,0,0,394924.85,july,2016,2016-07-01,2017
Halifax,39-Food,0,0,75517.59,0,-252.23,0,0,75265.36,july,2016,2016-07-01,2017
Halifax,40,204246.4,-6122.27,0,0,-661.73,107027.1,4039.38,308528.88,july,2016,2016-07-01,2017
Halifax,40-Food,0,0,34149.7,0,-114.06,0,451.52,34487.16,july,2016,2016-07-01,2017
Halifax,42,204246.4,-6122.27,0,-2120.15,-654.65,0,0,195349.33,july,2016,2016-07-01,2017
Halifax,42-Food,0,0,34149.7,0,-114.06,0,451.52,34487.16,july,2016,2016-07-01,2017
Halifax,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Halifax,44,7.13,0,0,0,-0.02,0,0,7.11,july,2016,2016-07-01,2017
Halifax,44 *524(c.),0,53695.93,0,0,-179.34,0,0,53516.59,july,2016,2016-07-01,2017
Halifax,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Halifax,46,101787.05,0,0,0,-339.97,0,0,101447.08,july,2016,2016-07-01,2017
Halifax,Total,918779.85,29206.84,143816.99,-2120.15,-3639.53,107027.1,4942.42,1198013.52,july,2016,2016-07-01,2017
Harnett,39,765791.48,-22954.55,0,0,-2481.08,0,0,740355.85,july,2016,2016-07-01,2017
Harnett,39-Food,0,0,94312.31,0,-315,0,0,93997.31,july,2016,2016-07-01,2017
Harnett,40,382895.66,-11477.27,0,0,-1240.54,349571.44,-4893.29,714856,july,2016,2016-07-01,2017
Harnett,40-Food,0,0,80722.73,0,-269.61,0,-546.97,79906.15,july,2016,2016-07-01,2017
Harnett,42,382895.66,-11477.27,0,-3974.6,-1227.26,0,0,366216.53,july,2016,2016-07-01,2017
Harnett,42-Food,0,0,80722.73,0,-269.61,0,-546.97,79906.15,july,2016,2016-07-01,2017
Harnett,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Harnett,44,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Harnett,44 *524(c.),0,365273.63,0,0,-1220.01,0,0,364053.62,july,2016,2016-07-01,2017
Harnett,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Harnett,46,190395.85,0,0,0,-635.92,0,0,189759.93,july,2016,2016-07-01,2017
Harnett,Total,1721978.65,319364.54,255757.77,-3974.6,-7659.03,349571.44,-5987.23,2629051.54,july,2016,2016-07-01,2017
Haywood,39,668904.25,-20050.36,0,0,-2167.17,0,0,646686.72,july,2016,2016-07-01,2017
Haywood,39-Food,0,0,99429.9,0,-332.1,0,0,99097.8,july,2016,2016-07-01,2017
Haywood,40,334452.06,-10025.18,0,0,-1083.59,19632.45,7990.78,350966.52,july,2016,2016-07-01,2017
Haywood,40-Food,0,0,38466.08,0,-128.48,0,893.2,39230.8,july,2016,2016-07-01,2017
Haywood,42,334452.06,-10025.18,0,-3471.73,-1071.99,0,0,319883.16,july,2016,2016-07-01,2017
Haywood,42-Food,0,0,38466.08,0,-128.48,0,893.2,39230.8,july,2016,2016-07-01,2017
Haywood,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Haywood,44,58.01,0,0,0,-0.19,0,0,57.82,july,2016,2016-07-01,2017
Haywood,44 *524(c.),0,3532.62,0,0,-11.8,0,0,3520.82,july,2016,2016-07-01,2017
Haywood,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Haywood,46,165699.52,0,0,0,-553.44,0,0,165146.08,july,2016,2016-07-01,2017
Haywood,Total,1503565.9,-36568.1,176362.06,-3471.73,-5477.24,19632.45,9777.18,1663820.52,july,2016,2016-07-01,2017
Henderson,39,1112983.37,-33361.61,0,0,-3605.94,0,0,1076015.82,july,2016,2016-07-01,2017
Henderson,39-Food,0,0,137899.97,0,-460.59,0,0,137439.38,july,2016,2016-07-01,2017
Henderson,40,556491.7,-16680.8,0,0,-1802.97,96828.92,27528.48,662365.33,july,2016,2016-07-01,2017
Henderson,40-Food,0,0,71199.46,0,-237.81,0,3077.12,74038.77,july,2016,2016-07-01,2017
Henderson,42,556491.7,-16680.8,0,-5776.58,-1783.67,0,0,532250.65,july,2016,2016-07-01,2017
Henderson,42-Food,0,0,71199.46,0,-237.81,0,3077.12,74038.77,july,2016,2016-07-01,2017
Henderson,43,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Henderson,44,11.04,0,0,0,-0.04,0,0,11,july,2016,2016-07-01,2017
Henderson,44 *524(c.),0,48043.72,0,0,-160.47,0,0,47883.25,july,2016,2016-07-01,2017
Henderson,45,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Henderson,46,0,0,0,0,0,0,0,0,july,2016,2016-07-01,2017
Henderson,Total,2225977.81,-18679.49,280298.89,-5776.58,-8289.3,96828.92,33682.72,2604042.97,july,2016,2016-07-01,2017
Hertford,39,186595.49,-5593.19,0,0,-604.55,0,0,180397.75,july,2016,2016-07-01,2017
Hertford,39-Food,0,0,43330.75,0,-144.72,0,0,43186.03,july,2016,2016-07-01,2017
Hertford,40,93297.73,-2796.59,0,0,-302.27,50499.44,1866.51,142564.82,july,2016,2016-07-01,2017
Hertford,40-Food,0,0,15779.87,0,-52.7,0,208.64,15935.81,july,2016,2016-07-01,2017
