county,gross_collections,foreign_collections,refunds,net_collections,month,year,date,fiscal_year
Currituck,564338.54,382.74,2625.18,562096.1,december,2018,2018-12-01,2019
Dare,1889636.36,1327.54,3756.21,1887207.69,december,2018,2018-12-01,2019
Davidson,3269243.89,1840.27,12492.68,3258591.48,december,2018,2018-12-01,2019
Davie,828724.57,564.71,1980.65,827308.63,december,2018,2018-12-01,2019
Duplin,1073678.55,604.9100000000001,3061.81,1071221.65,december,2018,2018-12-01,2019
Durham,17068767.939999998,16162.59,60010.54,17024919.99,december,2018,2018-12-01,2019
Edgecombe,920677.37,492.35,13072.27,908097.45,december,2018,2018-12-01,2019
Forsyth,12150953.63,8008.83,666406.85,11492555.61,december,2018,2018-12-01,2019
Franklin,987244.27,547.51,150091.75,837700.03,december,2018,2018-12-01,2019
Gaston,5453269.670000001,3138.43,33367.48,5423040.62,december,2018,2018-12-01,2019
Gates,103676.69,56.57000000000001,38.82,103694.44,december,2018,2018-12-01,2019
Graham,140816.50999999998,89.53999999999998,120.18,140785.87,december,2018,2018-12-01,2019
Granville,886600.2699999999,574.3,1037.74,886136.83,december,2018,2018-12-01,2019
Greene,187874.05,94.5,698.49,187270.06,december,2018,2018-12-01,2019
Guilford,16550934.87,11128.08,650213.84,15911849.11,december,2018,2018-12-01,2019
Halifax,1468402.42,829.44,46406.39,1422825.47,december,2018,2018-12-01,2019
Harnett,2223232.59,1252.22,40291.89,2184192.92,december,2018,2018-12-01,2019
Haywood,1720402.1900000002,1008.27,5209.56,1716200.9,december,2018,2018-12-01,2019
Henderson,2528885.82,1735.19,8122.88,2522498.13,december,2018,2018-12-01,2019
Hertford,511023.08,285.84000000000003,2842.96,508465.96,december,2018,2018-12-01,2019
Hoke,531542.05,338.26,1049.54,530830.77,december,2018,2018-12-01,2019
Hyde,81711.39,51.68,713.87,81049.2,december,2018,2018-12-01,2019
Iredell,5216151.839999999,3665.32,14038.04,5205779.119999999,december,2018,2018-12-01,2019
Jackson,1251371.26,705.3,55721.8,1196354.76,december,2018,2018-12-01,2019
Johnston,4564532.760000001,3193.77,3034.65,4564691.88,december,2018,2018-12-01,2019
Jones,133972.08999999997,76.17,451.05,133597.21,december,2018,2018-12-01,2019
Lee,1896582.92,1122.39,5859.55,1891845.76,december,2018,2018-12-01,2019
Lenoir,1336679.1300000004,812.68,105069.86,1232421.9500000002,december,2018,2018-12-01,2019
Lincoln,2099727.64,1235.28,3089.17,2097873.75,december,2018,2018-12-01,2019
Macon,1099787.41,764.81,963.29,1099588.93,december,2018,2018-12-01,2019
Madison,260136.04,141.8,27618.25,232659.59,december,2018,2018-12-01,2019
Martin,512283.67999999993,290.15,3327.17,509246.66,december,2018,2018-12-01,2019
McDowell,829747.98,544.5,1058.76,829233.72,december,2018,2018-12-01,2019
Mecklenburg,50601296.7,53348.85999999999,574750.67,50079894.89,december,2018,2018-12-01,2019
Mitchell,347355.82000000007,237.16,191.7,347401.28,december,2018,2018-12-01,2019
Montgomery,514840.19,268.17,30549.140000000003,484559.22,december,2018,2018-12-01,2019
Moore,2836246.83,2004.32,1504.35,2836746.8,december,2018,2018-12-01,2019
Nash,2518265.33,1714.5,-5821.53,2525801.36,december,2018,2018-12-01,2019
New Hanover,11032583.22,6740.21,87606.43,10951717,december,2018,2018-12-01,2019
Northampton,224830.52,149.14,121.85,224857.81,december,2018,2018-12-01,2019
Onslow,5424450.040000001,3334.13,33346.12,5394438.050000001,december,2018,2018-12-01,2019
Orange,4411426.22,3977.7,26162.32,4389241.6,december,2018,2018-12-01,2019
Pamlico,228160.64,147.8,803.4499999999998,227504.99,december,2018,2018-12-01,2019
Pasquotank,1167799.7400000002,695.46,-11135.42,1179630.62,december,2018,2018-12-01,2019
Pender,1121042.18,761.26,7305.62,1114497.8199999998,december,2018,2018-12-01,2019
Perquimans,150667.74,93.56,-1416.7900000000002,152178.09,december,2018,2018-12-01,2019
Person,800513.2400000001,544.96,950.5,800107.7,december,2018,2018-12-01,2019
Pitt,5362468.659999999,3195.15,26229.55,5339434.26,december,2018,2018-12-01,2019
Polk,318174.00999999995,205.69,206.87,318172.83,december,2018,2018-12-01,2019
Randolph,2816598.59,1595.79,11568.45,2806625.93,december,2018,2018-12-01,2019
Richmond,866076.16,518.71,65532.89,801061.98,december,2018,2018-12-01,2019
Robeson,2698328.42,1540.4699999999998,14738.15,2685130.74,december,2018,2018-12-01,2019
Rockingham,1798742.67,991.13,14542.92,1785190.88,december,2018,2018-12-01,2019
Rowan,3203391.7,1851.84,9365.52,3195878.02,december,2018,2018-12-01,2019
Rutherford,1468546.77,800.74,44609.37,1424738.14,december,2018,2018-12-01,2019
Sampson,1192792.6,669.7,4762.71,1188699.59,december,2018,2018-12-01,2019
Scotland,730467.23,451.85,35134.61,695784.47,december,2018,2018-12-01,2019
Stanly,1440227.81,968.09,7461.07,1433734.83,december,2018,2018-12-01,2019
Stokes,634046.3200000001,405.71,3884.43,630567.6,december,2018,2018-12-01,2019
Surry,2207011.64,1287.72,10031.05,2198268.31,december,2018,2018-12-01,2019
Swain,291978.38,194.2,275.09000000000003,291897.49,december,2018,2018-12-01,2019
Transylvania,756670.2999999998,509.38,547.37,756632.3099999998,december,2018,2018-12-01,2019
Tyrrell,50219.33,31.05,25.85,50224.53,december,2018,2018-12-01,2019
Union,4672866.57,3221.35,45045.95,4631041.97,december,2018,2018-12-01,2019
Vance,957632.58,630.7,1210.73,957052.55,december,2018,2018-12-01,2019
Wake,44670962.64,46670.86,547654.5,44169979,december,2018,2018-12-01,2019
Warren,196724.98,116.51,200.79,196640.7,december,2018,2018-12-01,2019
Washington,196506.87,103.7,24049.46,172561.11000000002,december,2018,2018-12-01,2019
Watauga,1860849.94,1322.97,16981.04,1845191.87,december,2018,2018-12-01,2019
Wayne,2825858.88,1733.92,246996.26,2580596.54,december,2018,2018-12-01,2019
Wilkes,1553504.1700000002,887.23,4404.03,1549987.37,december,2018,2018-12-01,2019
Wilson,2220256.14,1507.24,26143.48,2195619.9,december,2018,2018-12-01,2019
Yadkin,523598.42999999993,327.59000000000003,4399.79,519526.23,december,2018,2018-12-01,2019
Yancey,308733.76,199.54,821.1,308112.2,december,2018,2018-12-01,2019
Alamance,5735360.29,11467.7,7804.01,5739023.98,december,2019,2019-12-01,2020
Alexander,579038.92,1025.34,6178.96,573885.3,december,2019,2019-12-01,2020
Alleghany,204192.09,361.87,3548,201005.96,december,2019,2019-12-01,2020
Anson,383144.47,676.59,4963.97,378857.09,december,2019,2019-12-01,2020
Ashe,736267.75,1408.5,11652.8,726023.45,december,2019,2019-12-01,2020
Avery,613465.9,1166.2,11486.81,603145.29,december,2019,2019-12-01,2020
Beaufort,1111483.14,1832.78,106861.91,1006454.01,december,2019,2019-12-01,2020
Bertie,220797.3,342.96,21571.43,199568.83,december,2019,2019-12-01,2020
Bladen,486647.84,843.25,1241.26,486249.83,december,2019,2019-12-01,2020
Brunswick,3589610.1,7103.33,8247.67,3588465.76,december,2019,2019-12-01,2020
Buncombe,12853795.55,26285.58,27164.28,12852916.85,december,2019,2019-12-01,2020
Burke,1815549.64,3287.94,6597.97,1812239.61,december,2019,2019-12-01,2020
Cabarrus,8135316.98,16551.68,80149.50999999998,8071719.15,december,2019,2019-12-01,2020
Caldwell,1592144.67,2662.99,110353.3,1484454.36,december,2019,2019-12-01,2020
Camden,128120.8,249.67,-5908.69,134279.16,december,2019,2019-12-01,2020
Carteret,2370905.6,4028.87,264699.47,2110235,december,2019,2019-12-01,2020
Caswell,203307.27,220.63,49159.09,154368.81,december,2019,2019-12-01,2020
Catawba,5746674.75,8066.78,1574875.36,4179866.17,december,2019,2019-12-01,2020
Chatham,1598455.74,3136.13,3901.72,1597690.15,december,2019,2019-12-01,2020
Cherokee,817386.59,1414.37,76611.05,742189.91,december,2019,2019-12-01,2020
Chowan,304248.21,347.61,97628.67,206967.15,december,2019,2019-12-01,2020
Clay,214537.29,401.33,1610.17,213328.45,december,2019,2019-12-01,2020
Cleveland,2215607.26,4132.4,11735.83,2208003.83,december,2019,2019-12-01,2020
Columbus,937548.33,1650.35,29724.66,909474.02,december,2019,2019-12-01,2020
Craven,2714811.07,5250.99,30054.37,2690007.69,december,2019,2019-12-01,2020
Cumberland,9776253.56,19268.31,32440.9,9763080.97,december,2019,2019-12-01,2020
Currituck,615533.83,1088.74,50095.24,566527.33,december,2019,2019-12-01,2020
Dare,1996855.71,3702.33,121854.71,1878703.33,december,2019,2019-12-01,2020
Davidson,3451258.1,6354.5,71435.98,3386176.62,december,2019,2019-12-01,2020
Davie,895837.64,1734.59,1114.78,896457.45,december,2019,2019-12-01,2020
Duplin,1019122.1,1672.92,93789.07,927005.95,december,2019,2019-12-01,2020
Durham,18231388.97,27930.44,4471916.78,13787402.63,december,2019,2019-12-01,2020
Edgecombe,1546788.8,2819.2,100972.57,1448635.43,december,2019,2019-12-01,2020
Forsyth,12480625.1,23109.79,742635.64,11761099.25,december,2019,2019-12-01,2020
Franklin,1076513.75,1968.61,2691.02,1075791.34,december,2019,2019-12-01,2020
Gaston,6169826.55,11975.99,19958.41,6161844.13,december,2019,2019-12-01,2020
Gates,105719.13,154.66,52.91,105820.88,december,2019,2019-12-01,2020
Graham,183134.43,341.68,85.21,183390.9,december,2019,2019-12-01,2020
Granville,917074.55,1647.68,4524.56,914197.67,december,2019,2019-12-01,2020
Greene,248629.55,438,1568.46,247499.09,december,2019,2019-12-01,2020
Guilford,17165521.08,33799.36,126398.44,17072922,december,2019,2019-12-01,2020
Halifax,1164344.43,2192.08,3437.49,1163099.02,december,2019,2019-12-01,2020
Harnett,2342644.58,4453.16,12099.34,2334998.4,december,2019,2019-12-01,2020
Haywood,1914726.02,3729.21,5209.5,1913245.73,december,2019,2019-12-01,2020
Henderson,2999081.93,5789.21,26819.55,2978051.59,december,2019,2019-12-01,2020
Hertford,554875.01,848.86,82373.82,473350.05,december,2019,2019-12-01,2020
Hoke,550490.17,964,7296.85,544157.32,december,2019,2019-12-01,2020
Hyde,86266.01,158.26,-878.11,87302.38,december,2019,2019-12-01,2020
Iredell,5854673.84,11692.58,43482.03,5822884.39,december,2019,2019-12-01,2020
Jackson,1366555.8,2710.39,4912.77,1364353.42,december,2019,2019-12-01,2020
Johnston,4525379.62,8910.95,9122.34,4525168.23,december,2019,2019-12-01,2020
Jones,99897,181.75,208.59,99870.16,december,2019,2019-12-01,2020
Lee,1847491.99,3597.41,4835.65,1846253.75,december,2019,2019-12-01,2020
Lenoir,1337306.5,2418.16,37780.17,1301944.49,december,2019,2019-12-01,2020
Lincoln,2229071.63,4334.29,26135.59,2207270.33,december,2019,2019-12-01,2020
Macon,1201576.17,2373.3,829.37,1203120.1,december,2019,2019-12-01,2020
Madison,304491.66,544.47,176.82,304859.31,december,2019,2019-12-01,2020
Martin,511328.76,988.72,-10401.63,522719.11,december,2019,2019-12-01,2020
McDowell,935409.21,1738.58,1726.7,935421.09,december,2019,2019-12-01,2020
Mecklenburg,53049438.46,107897.69,198613.09,52958723.06,december,2019,2019-12-01,2020
Mitchell,352352.64,625.26,13934.32,339043.58,december,2019,2019-12-01,2020
Montgomery,491797.96,874.43,5178.46,487493.93,december,2019,2019-12-01,2020
Moore,3363724.24,6702.56,3938.92,3366487.88,december,2019,2019-12-01,2020
Nash,2514641.43,4762.72,4200.37,2515203.78,december,2019,2019-12-01,2020
New Hanover,10727312.85,21927.23,50073.27,10699166.81,december,2019,2019-12-01,2020
Northampton,226384.2,414.38,146.41,226652.17,december,2019,2019-12-01,2020
Onslow,5147840.17,9276.98,459896.28,4697220.87,december,2019,2019-12-01,2020
Orange,4795264.26,8715.98,338197.54,4465782.7,december,2019,2019-12-01,2020
Pamlico,232017.07,410.56,4652.83,227774.8,december,2019,2019-12-01,2020
Pasquotank,1213848.39,2345.57,10050.01,1206143.95,december,2019,2019-12-01,2020
Pender,1138207.33,2159.41,8277.4,1132089.34,december,2019,2019-12-01,2020
Perquimans,189695.48,336.14,2025.82,188005.8,december,2019,2019-12-01,2020
Person,783585.39,1439,5560.27,779464.12,december,2019,2019-12-01,2020
Pitt,5816505.25,5173.33,2939402.2,2882276.38,december,2019,2019-12-01,2020
Polk,344896.11,626.96,493.32,345029.75,december,2019,2019-12-01,2020
Randolph,2913460.51,5363.94,55854.39,2862970.06,december,2019,2019-12-01,2020
Richmond,904008.9,1662.67,2036.83,903634.74,december,2019,2019-12-01,2020
Robeson,2508534.65,4423.19,115062.8,2397895.04,december,2019,2019-12-01,2020
Rockingham,1895642.63,3406.12,33297.05,1865751.7,december,2019,2019-12-01,2020
Rowan,3329848.41,6380.68,15809.06,3320420.03,december,2019,2019-12-01,2020
Rutherford,1526599.06,2885.02,1172.02,1528312.06,december,2019,2019-12-01,2020
Sampson,1181292.63,2189.94,2499.02,1180983.55,december,2019,2019-12-01,2020
Scotland,712362.51,1288.22,2533.54,711117.19,december,2019,2019-12-01,2020
Stanly,1640052.51,3137.4,1831.93,1641357.98,december,2019,2019-12-01,2020
Stokes,671187.05,1214.3,1184.48,671216.87,december,2019,2019-12-01,2020
Surry,2239211.15,4288.5,7095.69,2236403.96,december,2019,2019-12-01,2020
Swain,392050.05,763.37,838.81,391974.61,december,2019,2019-12-01,2020
Transylvania,840231.74,1604.53,580.74,841255.53,december,2019,2019-12-01,2020
Tyrrell,56836.9,100.86,170.28,56767.48,december,2019,2019-12-01,2020
Union,4992493.32,9779.11,20733.26,4981539.17,december,2019,2019-12-01,2020
Vance,945368.33,1702.6,9737.83,937333.1,december,2019,2019-12-01,2020
Wake,46657338.08,93498.58,1131054.95,45619781.71,december,2019,2019-12-01,2020
Warren,218294.19,261.03,47616.56,170938.66,december,2019,2019-12-01,2020
Washington,188971.14,267.09,24164.82,165073.41,december,2019,2019-12-01,2020
Watauga,2101761.32,4296.83,7431.44,2098626.71,december,2019,2019-12-01,2020
Wayne,3002323.99,5751.01,7328.81,3000746.19,december,2019,2019-12-01,2020
Wilkes,1648251.31,3142.75,1403.13,1649990.93,december,2019,2019-12-01,2020
Wilson,2457478.27,4568.28,105733.06,2356313.49,december,2019,2019-12-01,2020
Yadkin,543041.67,912.62,19070.62,524883.67,december,2019,2019-12-01,2020
Yancey,314356.57,562.82,868.44,314050.95,december,2019,2019-12-01,2020
Alamance,6272404.22,2771.81,30082.58,6245093.45,december,2020,2020-12-01,2021
Alexander,689097.23,312.37,69209.18,620200.42,december,2020,2020-12-01,2021
Alleghany,254036.35,106.35,4058.3,250084.4,december,2020,2020-12-01,2021
Anson,421758.84,204.6,25512.96,396450.48,december,2020,2020-12-01,2021
Ashe,831360.68,462.74,2656.67,829166.75,december,2020,2020-12-01,2021
Avery,778926.86,356.09,3672.69,775610.26,december,2020,2020-12-01,2021
Beaufort,1266227.66,547.18,4377.9,1262396.94,december,2020,2020-12-01,2021
Bertie,272631.69,139.23,2675.58,270095.34,december,2020,2020-12-01,2021
Bladen,619113.69,256.85,2605.97,616764.57,december,2020,2020-12-01,2021
Brunswick,4566153.77,2116.89,31829.86,4536440.8,december,2020,2020-12-01,2021
Buncombe,13294825.83,7522.78,105770.79,13196577.82,december,2020,2020-12-01,2021
Burke,2130616.41,704.71,286160.02,1845161.1,december,2020,2020-12-01,2021
Cabarrus,8987192.5,5186.55,86392.01,8905987.04,december,2020,2020-12-01,2021
Caldwell,1782692.97,753.05,2994.78,1780451.24,december,2020,2020-12-01,2021
Camden,168680.2,74.31,312.23,168442.28,december,2020,2020-12-01,2021
Carteret,2754933.47,1174.63,156061,2600047.1,december,2020,2020-12-01,2021
Caswell,251137.08,97.29,293.09,250941.28,december,2020,2020-12-01,2021
Catawba,6011469.45,3365.54,63289.75,5951545.24,december,2020,2020-12-01,2021
Chatham,2079923,1171.42,33910.48,2047183.94,december,2020,2020-12-01,2021
Cherokee,976960.84,546.62,1687.2,975820.26,december,2020,2020-12-01,2021
Chowan,346401.4,131.22,35205.18,311327.44,december,2020,2020-12-01,2021
Clay,276486.79,152.57,700.61,275938.75,december,2020,2020-12-01,2021
Cleveland,2589121.5,1132.44,10366.24,2579887.7,december,2020,2020-12-01,2021
Columbus,1124628.04,208.73,14124.2,1110712.57,december,2020,2020-12-01,2021
Craven,2892948.4,1150.8,14361.56,2879737.64,december,2020,2020-12-01,2021
Cumberland,11128425.18,5494,1316776.41,9817142.77,december,2020,2020-12-01,2021
Currituck,922593.08,350.86,1285.18,921658.76,december,2020,2020-12-01,2021
Dare,2570343.54,2828.37,223643.08,2349528.83,december,2020,2020-12-01,2021
Davidson,4007643.16,2094.52,4365.34,4005372.34,december,2020,2020-12-01,2021
Davie,1034022.34,479.13,-24407.91,1058909.38,december,2020,2020-12-01,2021
Duplin,1156124.86,469.05,156558.44,1000035.47,december,2020,2020-12-01,2021
Durham,18065720.26,14115.32,-30704.19,18110539.77,december,2020,2020-12-01,2021
Edgecombe,1263591.78,654.67,10689.63,1253556.82,december,2020,2020-12-01,2021
Forsyth,14303378.58,8048.52,65110.46,14246316.64,december,2020,2020-12-01,2021
Franklin,1413710.03,513.63,4428.5,1409795.16,december,2020,2020-12-01,2021
Gaston,6904388.01,3839.01,9830.03,6898396.99,december,2020,2020-12-01,2021
Gates,143315.81,49.21,520.46,142844.56,december,2020,2020-12-01,2021
Graham,203626.87,108,856.48,202878.39,december,2020,2020-12-01,2021
Granville,1067593.83,449.83,2796.19,1065247.47,december,2020,2020-12-01,2021
Greene,262988.32,107.25,37913.87,225181.7,december,2020,2020-12-01,2021
Guilford,18546322.31,7795.08,979418.33,17574699.06,december,2020,2020-12-01,2021
Halifax,1390920.61,593.7,74958.37,1316555.94,december,2020,2020-12-01,2021
Harnett,2891815.17,1529.81,40002.41,2853342.57,december,2020,2020-12-01,2021
Haywood,2211100.65,1214.86,46839.06,2165476.45,december,2020,2020-12-01,2021
Henderson,3485509.17,2707.54,21860.58,3466356.13,december,2020,2020-12-01,2021
Hertford,629925.5,332.27,1956.92,628300.85,december,2020,2020-12-01,2021
Hoke,735189.2,266.82,94179.83,641276.19,december,2020,2020-12-01,2021
Hyde,119068.64,50.1,3830.29,115288.45,december,2020,2020-12-01,2021
Iredell,6626370.03,3064.71,14201.77,6615232.97,december,2020,2020-12-01,2021
Jackson,1589104.58,890.4,20863.25,1569131.73,december,2020,2020-12-01,2021
Johnston,5277870.72,2295.63,40305.1,5239861.25,december,2020,2020-12-01,2021
Jones,135628.62,36.42,-930.43,136595.47,december,2020,2020-12-01,2021
Lee,2171232.1,956.38,419944.57,1752243.91,december,2020,2020-12-01,2021
Lenoir,1513738.1,556.25,88498.75,1425795.6,december,2020,2020-12-01,2021
Lincoln,2608650.93,-350.97,10162.44,2598137.52,december,2020,2020-12-01,2021
Macon,1436950.59,663.87,5715.69,1431898.77,december,2020,2020-12-01,2021
Madison,430206.11,222.09,15333.97,415094.23,december,2020,2020-12-01,2021
Martin,585487.42,316.36,3033.91,582769.87,december,2020,2020-12-01,2021
McDowell,1056206.85,381.71,146779.51,909809.05,december,2020,2020-12-01,2021
Mecklenburg,54784769.14,33757.05,297388.16,54521138.03,december,2020,2020-12-01,2021
Mitchell,399616.41,232.94,36759.66,363089.69,december,2020,2020-12-01,2021
Montgomery,622960.79,290.72,60452.76,562798.75,december,2020,2020-12-01,2021
Moore,3842944.21,2197.37,10809.08,3834332.5,december,2020,2020-12-01,2021
Nash,2778002.63,1190.94,9961.94,2769231.63,december,2020,2020-12-01,2021
New Hanover,11201832.19,6348.56,78109.89,11130070.86,december,2020,2020-12-01,2021
Northampton,301847.06,124.1,17479.33,284491.83,december,2020,2020-12-01,2021
Onslow,6043639.07,2764.24,644877.07,5401526.24,december,2020,2020-12-01,2021
Orange,4894066.7,2498.27,1412022.54,3484542.43,december,2020,2020-12-01,2021
