county,gross_collections,taxable_sales,month,year,date,fiscal_year
Wilkes,1426253.13,31657094,december,2006,2006-12-01,2007
Wilson,2548354.93,56616555,december,2006,2006-12-01,2007
Yadkin,511846.43,11331943,december,2006,2006-12-01,2007
Yancey,382569.03,8513716,december,2006,2006-12-01,2007
Foreign,68490229.64,991199191,december,2006,2006-12-01,2007
Alamance,5662012.67,131995083,january,2007,2007-01-01,2007
Alexander,302993.41,7086051,january,2007,2007-01-01,2007
Alleghany,242332.02,5636213,january,2007,2007-01-01,2007
Anson,296183.31,6946231,january,2007,2007-01-01,2007
Ashe,502997.84,11783187,january,2007,2007-01-01,2007
Avery,697847.09,16221218,january,2007,2007-01-01,2007
Beaufort,1284675.94,30140375,january,2007,2007-01-01,2007
Bertie,143497.29,3358745,january,2007,2007-01-01,2007
Bladen,406559.95,9375250,january,2007,2007-01-01,2007
Brunswick,2411561.29,55971961,january,2007,2007-01-01,2007
Buncombe,15493906.57,357347134,january,2007,2007-01-01,2007
Burke,1718671.42,40484584,january,2007,2007-01-01,2007
Cabarrus,8269798.16,192607090,january,2007,2007-01-01,2007
Caldwell,1600010.13,37306297,january,2007,2007-01-01,2007
Camden,141449.38,3356848,january,2007,2007-01-01,2007
Carteret,2298085.4,53715364,january,2007,2007-01-01,2007
Caswell,133583.36,3111374,january,2007,2007-01-01,2007
Catawba,8142652.17,189713901,january,2007,2007-01-01,2007
Chatham,981603.68,22726044,january,2007,2007-01-01,2007
Cherokee,855409.5,19371376,january,2007,2007-01-01,2007
Chowan,309148.28,7203741,january,2007,2007-01-01,2007
Clay,209452.88,4968632,january,2007,2007-01-01,2007
Cleveland,2447618.74,57183671,january,2007,2007-01-01,2007
Columbus,1029219,24034800,january,2007,2007-01-01,2007
Craven,2801693.6,65544744,january,2007,2007-01-01,2007
Cumberland,11060764.56,258141298,january,2007,2007-01-01,2007
Currituck,495152.8,11566690,january,2007,2007-01-01,2007
Dare,2083045.76,48641039,january,2007,2007-01-01,2007
Davidson,3097600.7,71904817,january,2007,2007-01-01,2007
Davie,644950.93,15107053,january,2007,2007-01-01,2007
Duplin,766554.09,18033664,january,2007,2007-01-01,2007
Durham,16114858.92,375286403,january,2007,2007-01-01,2007
Edgecombe,1030368.28,24179436,january,2007,2007-01-01,2007
Forsyth,17804763.23,414272108,january,2007,2007-01-01,2007
Franklin,986058.3,22980638,january,2007,2007-01-01,2007
Gaston,6297137.03,146117189,january,2007,2007-01-01,2007
Gates,57314.51,1333286,january,2007,2007-01-01,2007
Graham,141186.37,3312896,january,2007,2007-01-01,2007
Granville,789131.94,18408262,january,2007,2007-01-01,2007
Greene,246745.68,5780232,january,2007,2007-01-01,2007
Guilford,25702700.939999998,599066072,january,2007,2007-01-01,2007
Halifax,1253618.07,18426484,january,2007,2007-01-01,2007
Harnett,1755240.24,72253840,january,2007,2007-01-01,2007
Haywood,1957222.4,45527983,january,2007,2007-01-01,2007
Henderson,3244108.1,75511939,january,2007,2007-01-01,2007
Hertford,562133.53,13136924,january,2007,2007-01-01,2007
Hoke,306087.83,7124629,january,2007,2007-01-01,2007
Hyde,93491.87,2115776,january,2007,2007-01-01,2007
Iredell,6562849.52,152906780,january,2007,2007-01-01,2007
Jackson,951934.54,22162414,january,2007,2007-01-01,2007
Johnston,4487714.16,104849039,january,2007,2007-01-01,2007
Jones,77691.1,1782784,january,2007,2007-01-01,2007
Lee,1987452.5,46851856,january,2007,2007-01-01,2007
Lenoir,1801875.51,42172007,january,2007,2007-01-01,2007
Lincoln,1523514.94,36526916,january,2007,2007-01-01,2007
Macon,1432286.15,33170411,january,2007,2007-01-01,2007
Madison,203547.63,4722200,january,2007,2007-01-01,2007
Martin,474371.58,10927536,january,2007,2007-01-01,2007
McDowell,750492.88,17558879,january,2007,2007-01-01,2007
Mecklenburg,57677806.870000005,1345751097,january,2007,2007-01-01,2007
Mitchell,349540.5,8159233,january,2007,2007-01-01,2007
Montgomery,341837.29,8083475,january,2007,2007-01-01,2007
Moore,3199309.08,74536649,january,2007,2007-01-01,2007
Nash,3557575.74,82816870,january,2007,2007-01-01,2007
New Hanover,11523528.14,268660049,january,2007,2007-01-01,2007
Northampton,142917.89,3496284,january,2007,2007-01-01,2007
Onslow,5432653.65,126154739,january,2007,2007-01-01,2007
Orange,3793402.8,88135862,january,2007,2007-01-01,2007
Pamlico,202133.03,4720042,january,2007,2007-01-01,2007
Pasquotank,1314931.67,30765417,january,2007,2007-01-01,2007
Pender,689808.07,16263580,january,2007,2007-01-01,2007
Perquimans,161133.67,3779095,january,2007,2007-01-01,2007
Person,765967.49,18056795,january,2007,2007-01-01,2007
Pitt,6564289.95,152496429,january,2007,2007-01-01,2007
Polk,264810.02,6170144,january,2007,2007-01-01,2007
Randolph,2557597.37,59559606,january,2007,2007-01-01,2007
Richmond,916083.65,21633241,january,2007,2007-01-01,2007
Robeson,2541695.13,59354870,january,2007,2007-01-01,2007
Rockingham,1616764.36,37854888,january,2007,2007-01-01,2007
Rowan,2944536.84,68571369,january,2007,2007-01-01,2007
Rutherford,1428972.18,33551963,january,2007,2007-01-01,2007
Sampson,1092764.97,25571273,january,2007,2007-01-01,2007
Scotland,779190.38,19065547,january,2007,2007-01-01,2007
Stanly,1602780.99,39602842,january,2007,2007-01-01,2007
Stokes,612863,14168869,january,2007,2007-01-01,2007
Surry,2395793.75,55918121,january,2007,2007-01-01,2007
Swain,222770.06,4795173,january,2007,2007-01-01,2007
Transylvania,918392.14,21569548,january,2007,2007-01-01,2007
Tyrrell,45103.79,1032448,january,2007,2007-01-01,2007
Union,4370909.69,101771917,january,2007,2007-01-01,2007
Vance,1301648.41,30599012,january,2007,2007-01-01,2007
Wake,46675140.23,1087808685,january,2007,2007-01-01,2007
Warren,159209.85,3718542,january,2007,2007-01-01,2007
Washington,164785.91,3822206,january,2007,2007-01-01,2007
Watauga,2471128.47,57303921,january,2007,2007-01-01,2007
Wayne,3776350.41,88156741,january,2007,2007-01-01,2007
Wilkes,1607944.24,37463163,january,2007,2007-01-01,2007
Wilson,2678569.04,62430592,january,2007,2007-01-01,2007
Yadkin,560267.57,13097533,january,2007,2007-01-01,2007
Yancey,387286.19,9096662,january,2007,2007-01-01,2007
Foreign,88651061.79,1496285104,january,2007,2007-01-01,2007
Alamance,5150489.91,120653556,february,2007,2007-02-01,2007
Alexander,576989.33,13497760,february,2007,2007-02-01,2007
Alleghany,237238.54,5502256,february,2007,2007-02-01,2007
Anson,463350.15,10872843,february,2007,2007-02-01,2007
Ashe,709797.41,16662266,february,2007,2007-02-01,2007
Avery,701623.28,16195310,february,2007,2007-02-01,2007
Beaufort,1380683.63,32336521,february,2007,2007-02-01,2007
Bertie,137500.64,3225388,february,2007,2007-02-01,2007
Bladen,490529.52,11472321,february,2007,2007-02-01,2007
Brunswick,2868711.1,66856454,february,2007,2007-02-01,2007
Buncombe,11280999.14,256724958,february,2007,2007-02-01,2007
Burke,1644982.57,38551561,february,2007,2007-02-01,2007
Cabarrus,7024281.83,164790116,february,2007,2007-02-01,2007
Caldwell,1694162.74,39693547,february,2007,2007-02-01,2007
Camden,125890.61,2937179,february,2007,2007-02-01,2007
Carteret,2868374.75,66617219,february,2007,2007-02-01,2007
Caswell,105216.09,2485381,february,2007,2007-02-01,2007
Catawba,7199199.15,167843705,february,2007,2007-02-01,2007
Chatham,1218205.76,27885734,february,2007,2007-02-01,2007
Cherokee,1264635.46,29970815,february,2007,2007-02-01,2007
Chowan,246624.67,5696663,february,2007,2007-02-01,2007
Clay,144812.93,3410382,february,2007,2007-02-01,2007
Cleveland,2481188.63,58526129,february,2007,2007-02-01,2007
Columbus,1325943.49,31082594,february,2007,2007-02-01,2007
Craven,3070960.82,72265576,february,2007,2007-02-01,2007
Cumberland,11051681.01,260364379,february,2007,2007-02-01,2007
Currituck,406575.36,9405613,february,2007,2007-02-01,2007
Dare,1777504.51,41192163,february,2007,2007-02-01,2007
Davidson,4384317.7,103078747,february,2007,2007-02-01,2007
Davie,923295.29,21374453,february,2007,2007-02-01,2007
Duplin,913082.97,21388352,february,2007,2007-02-01,2007
Durham,14757560.41,346170110,february,2007,2007-02-01,2007
Edgecombe,1113451.44,25884829,february,2007,2007-02-01,2007
Forsyth,16548537.86,386571198,february,2007,2007-02-01,2007
Franklin,1158321.22,27063836,february,2007,2007-02-01,2007
Gaston,5827796.8,135990580,february,2007,2007-02-01,2007
Gates,37400.5,869001,february,2007,2007-02-01,2007
Graham,188555.13,3953815,february,2007,2007-02-01,2007
Granville,759010.88,17702220,february,2007,2007-02-01,2007
Greene,132717.33,3002238,february,2007,2007-02-01,2007
Guilford,22450367.61,525439143,february,2007,2007-02-01,2007
Halifax,1446760.29,33833751,february,2007,2007-02-01,2007
Harnett,1892913.21,45935794,february,2007,2007-02-01,2007
Haywood,1879782.3,43901949,february,2007,2007-02-01,2007
Henderson,3079947.55,72133491,february,2007,2007-02-01,2007
Hertford,680973.11,15879792,february,2007,2007-02-01,2007
Hoke,219773.82,5159813,february,2007,2007-02-01,2007
Hyde,58439.17,1352020,february,2007,2007-02-01,2007
Iredell,6783726.4,159283179,february,2007,2007-02-01,2007
Jackson,1316884.96,30558860,february,2007,2007-02-01,2007
Johnston,4090535.58,95706927,february,2007,2007-02-01,2007
Jones,112897.01,2629506,february,2007,2007-02-01,2007
Lee,2051494.54,48280164,february,2007,2007-02-01,2007
Lenoir,1823137.75,43209387,february,2007,2007-02-01,2007
Lincoln,1788874.94,42699543,february,2007,2007-02-01,2007
Macon,1315098.72,30787166,february,2007,2007-02-01,2007
Madison,208181.6,4772536,february,2007,2007-02-01,2007
Martin,544634.68,12782761,february,2007,2007-02-01,2007
McDowell,894288.23,21005324,february,2007,2007-02-01,2007
Mecklenburg,49994511.89,1171558015,february,2007,2007-02-01,2007
Mitchell,571648.91,13475138,february,2007,2007-02-01,2007
Montgomery,512276.44,12204495,february,2007,2007-02-01,2007
Moore,2996889.96,70508951,february,2007,2007-02-01,2007
Nash,3750513.48,88184361,february,2007,2007-02-01,2007
New Hanover,10591536.06,247762754,february,2007,2007-02-01,2007
Northampton,130670.67,3101392,february,2007,2007-02-01,2007
Onslow,4715485.19,110577812,february,2007,2007-02-01,2007
Orange,3133960.13,73060015,february,2007,2007-02-01,2007
Pamlico,182485.01,4297825,february,2007,2007-02-01,2007
Pasquotank,1624569.36,37909091,february,2007,2007-02-01,2007
Pender,653352.38,15131593,february,2007,2007-02-01,2007
Perquimans,164702.51,3874901,february,2007,2007-02-01,2007
Person,1075421,26128955,february,2007,2007-02-01,2007
Pitt,5687225.71,133787192,february,2007,2007-02-01,2007
Polk,189583.46,4445437,february,2007,2007-02-01,2007
Randolph,3179200.35,74192305,february,2007,2007-02-01,2007
Richmond,1114234.45,26255266,february,2007,2007-02-01,2007
Robeson,3057743.97,71960069,february,2007,2007-02-01,2007
Rockingham,2066382.44,48393669,february,2007,2007-02-01,2007
Rowan,2872045.16,66707031,february,2007,2007-02-01,2007
Rutherford,1517683.5,35500701,february,2007,2007-02-01,2007
Sampson,1335267,31207460,february,2007,2007-02-01,2007
Scotland,1032629.09,25598936,february,2007,2007-02-01,2007
Stanly,1768096.33,42216787,february,2007,2007-02-01,2007
Stokes,782975.13,18143391,february,2007,2007-02-01,2007
Surry,2769932.54,64705281,february,2007,2007-02-01,2007
Swain,156973,3651923,february,2007,2007-02-01,2007
Transylvania,971709.97,22792959,february,2007,2007-02-01,2007
Tyrrell,28386.97,637340,february,2007,2007-02-01,2007
Union,4643886.65,108664731,february,2007,2007-02-01,2007
Vance,1348282.4,31829377,february,2007,2007-02-01,2007
Wake,47583989.27,1101195564,february,2007,2007-02-01,2007
Warren,174971.29,4057978,february,2007,2007-02-01,2007
Washington,162967.45,3801544,february,2007,2007-02-01,2007
Watauga,2255679.33,52738864,february,2007,2007-02-01,2007
Wayne,3962406.78,93235455,february,2007,2007-02-01,2007
Wilkes,1626716.67,38015472,february,2007,2007-02-01,2007
Wilson,3106872.02,72971883,february,2007,2007-02-01,2007
Yadkin,686625.54,15962951,february,2007,2007-02-01,2007
Yancey,338893.22,8011796,february,2007,2007-02-01,2007
Foreign,-30349300.41,1205576220,february,2007,2007-02-01,2007
Alamance,5221925.17,121402732,march,2007,2007-03-01,2007
Alexander,465485.22,10808558,march,2007,2007-03-01,2007
Alleghany,196069.76,4577433,march,2007,2007-03-01,2007
Anson,442458.46,10236139,march,2007,2007-03-01,2007
Ashe,613381.41,14223305,march,2007,2007-03-01,2007
Avery,611159.92,14341796,march,2007,2007-03-01,2007
Beaufort,1518943.98,35483023,march,2007,2007-03-01,2007
Bertie,145316.08,3361258,march,2007,2007-03-01,2007
Bladen,494428.75,11533190,march,2007,2007-03-01,2007
Brunswick,2799359.48,65019060,march,2007,2007-03-01,2007
Buncombe,10624857.98,248116520,march,2007,2007-03-01,2007
Burke,1684891.54,39330547,march,2007,2007-03-01,2007
Cabarrus,6794643.61,157913074,march,2007,2007-03-01,2007
Caldwell,1691971.74,39289558,march,2007,2007-03-01,2007
Camden,95378.78,2338387,march,2007,2007-03-01,2007
Carteret,2311996.18,54056723,march,2007,2007-03-01,2007
Caswell,121826.86,2810577,march,2007,2007-03-01,2007
Catawba,6686181.9,156117740,march,2007,2007-03-01,2007
Chatham,1035242.8,24009371,march,2007,2007-03-01,2007
Cherokee,1106815.7,25733247,march,2007,2007-03-01,2007
Chowan,267719.58,6145983,march,2007,2007-03-01,2007
Clay,167960.75,3886262,march,2007,2007-03-01,2007
Cleveland,2459377.98,57252561,march,2007,2007-03-01,2007
Columbus,1283187.58,29667138,march,2007,2007-03-01,2007
Craven,2910173.24,67903296,march,2007,2007-03-01,2007
Cumberland,10979286.1,256231841,march,2007,2007-03-01,2007
Currituck,400776.88,9311674,march,2007,2007-03-01,2007
Dare,2137622.84,49740458,march,2007,2007-03-01,2007
Davidson,3185087.92,73450085,march,2007,2007-03-01,2007
Davie,806752.21,15732835,march,2007,2007-03-01,2007
Duplin,886533.87,20897232,march,2007,2007-03-01,2007
Durham,13785368.5,322730133,march,2007,2007-03-01,2007
Edgecombe,1037492.64,24099867,march,2007,2007-03-01,2007
Forsyth,14800219.67,344876127,march,2007,2007-03-01,2007
Franklin,1211418.81,28020037,march,2007,2007-03-01,2007
Gaston,5916586.87,137264921,march,2007,2007-03-01,2007
Gates,50464.29,1190247,march,2007,2007-03-01,2007
Graham,138601.36,3225952,march,2007,2007-03-01,2007
Granville,833400.68,19327564,march,2007,2007-03-01,2007
Greene,127486.66,2989401,march,2007,2007-03-01,2007
Guilford,20289062.18,474335260,march,2007,2007-03-01,2007
Halifax,1459242.48,33909525,march,2007,2007-03-01,2007
Harnett,1959488.61,47040186,march,2007,2007-03-01,2007
Haywood,1770089.02,41313943,march,2007,2007-03-01,2007
Henderson,2785940.64,64778733,march,2007,2007-03-01,2007
Hertford,636587.06,16130661,march,2007,2007-03-01,2007
Hoke,246091.13,5740593,march,2007,2007-03-01,2007
Hyde,58491.79,1340840,march,2007,2007-03-01,2007
Iredell,6174677.39,144048546,march,2007,2007-03-01,2007
Jackson,1182414.71,27164781,march,2007,2007-03-01,2007
Johnston,4278851,99903963,march,2007,2007-03-01,2007
Jones,84139.92,1952354,march,2007,2007-03-01,2007
Lee,2020110.75,48234097,march,2007,2007-03-01,2007
Lenoir,1945559.21,45490960,march,2007,2007-03-01,2007
Lincoln,1708626.87,40455368,march,2007,2007-03-01,2007
Macon,1215991.12,28176420,march,2007,2007-03-01,2007
Madison,210369.94,4805041,march,2007,2007-03-01,2007
Martin,561162.56,13004309,march,2007,2007-03-01,2007
McDowell,834550.12,19462579,march,2007,2007-03-01,2007
Mecklenburg,49236003.07,1151203117,march,2007,2007-03-01,2007
Mitchell,511638.54,11868988,march,2007,2007-03-01,2007
Montgomery,518820.51,12415188,march,2007,2007-03-01,2007
Moore,2782535.9,65145699,march,2007,2007-03-01,2007
Nash,3360519.08,78690390,march,2007,2007-03-01,2007
New Hanover,9706341.9,227738661,march,2007,2007-03-01,2007
Northampton,146947.64,3396999,march,2007,2007-03-01,2007
Onslow,4694259.3,109464571,march,2007,2007-03-01,2007
Orange,3410397.36,78952744,march,2007,2007-03-01,2007
Pamlico,177616.63,4172606,march,2007,2007-03-01,2007
Pasquotank,1467376.9,33678129,march,2007,2007-03-01,2007
Pender,739992.86,16908158,march,2007,2007-03-01,2007
Perquimans,204277.41,4742415,march,2007,2007-03-01,2007
Person,1012908.75,23265828,march,2007,2007-03-01,2007
Pitt,5412572.02,126518611,march,2007,2007-03-01,2007
Polk,241170.65,5592346,march,2007,2007-03-01,2007
Randolph,2919699.18,66079697,march,2007,2007-03-01,2007
Richmond,1084113.22,25239902,march,2007,2007-03-01,2007
Robeson,2793983.87,65191446,march,2007,2007-03-01,2007
Rockingham,2032753.76,47124781,march,2007,2007-03-01,2007
Rowan,2952446.03,68208402,march,2007,2007-03-01,2007
Rutherford,1554005.29,36033156,march,2007,2007-03-01,2007
Sampson,1361119.76,31600513,march,2007,2007-03-01,2007
Scotland,1039128.8,25237366,march,2007,2007-03-01,2007
Stanly,1704789.62,40114196,march,2007,2007-03-01,2007
Stokes,535728.48,12626763,march,2007,2007-03-01,2007
Surry,2477342.88,57451026,march,2007,2007-03-01,2007
Swain,152993.72,3607654,march,2007,2007-03-01,2007
Transylvania,858787.16,20023522,march,2007,2007-03-01,2007
Tyrrell,45836,1130677,march,2007,2007-03-01,2007
Union,4366911.08,101626472,march,2007,2007-03-01,2007
Vance,1302615.99,30752420,march,2007,2007-03-01,2007
Wake,36249322.39,849018826,march,2007,2007-03-01,2007
Warren,156606.02,3528537,march,2007,2007-03-01,2007
Washington,166250.34,3850047,march,2007,2007-03-01,2007
Watauga,2063635.85,47951118,march,2007,2007-03-01,2007
Wayne,3754953.98,87571394,march,2007,2007-03-01,2007
Wilkes,1646443.08,38517680,march,2007,2007-03-01,2007
Wilson,2700403.05,62877042,march,2007,2007-03-01,2007
Yadkin,545475.45,12705797,march,2007,2007-03-01,2007
Yancey,333927.05,8114022,march,2007,2007-03-01,2007
Foreign,12703856.61,1118922088,march,2007,2007-03-01,2007
Alamance,4769958.38,111973818,april,2007,2007-04-01,2007
Alexander,398124.44,9441579,april,2007,2007-04-01,2007
Alleghany,217397.85,5105030,april,2007,2007-04-01,2007
Anson,348638.16,8212508,april,2007,2007-04-01,2007
Ashe,533527.98,12352375,april,2007,2007-04-01,2007
Avery,432228.34,10200882,april,2007,2007-04-01,2007
Beaufort,1436043.14,34217675,april,2007,2007-04-01,2007
Bertie,130692.11,3043603,april,2007,2007-04-01,2007
Bladen,420412.03,9859587,april,2007,2007-04-01,2007
Brunswick,2969722.71,69525626,april,2007,2007-04-01,2007
Buncombe,11175636.7,261520459,april,2007,2007-04-01,2007
Burke,1519708.61,35656913,april,2007,2007-04-01,2007
Cabarrus,6887410.19,161006107,april,2007,2007-04-01,2007
Caldwell,1459622.73,34533396,april,2007,2007-04-01,2007
Camden,135871.14,3238022,april,2007,2007-04-01,2007
